TotalCharges,TotalCharges,tenure,Churn
1514.85,1514.85,64,No
6792.45,6792.45,65,No
4669.2,4669.2,47,No
95.6,95.6,1,Yes
2934.3,2934.3,49,Yes
6302.8,6302.8,67,No
779.2,779.2,39,No
283.75,283.75,14,No
4600.7,4600.7,43,Yes
5594,5594,56,No
772.85,772.85,14,No
71.35,71.35,1,Yes
857.8,857.8,16,No
7554.05,7554.05,70,No
5981.65,5981.65,72,No
1702.9,1702.9,23,No
467.15,467.15,21,No
20.15,20.15,1,Yes
69.75,69.75,1,Yes
2931,2931,32,Yes
1400.85,1400.85,17,Yes
137.85,137.85,4,Yes
1941.5,1941.5,36,No
1932.75,1932.75,50,No
1423.05,1423.05,48,No
970.85,970.85,50,No
5810.9,5810.9,72,No
223.9,223.9,10,No
391.7,391.7,18,No
79.95,79.95,1,Yes
19.3,19.3,1,Yes
811.65,811.65,9,No
174.75,174.75,2,No
3126.85,3126.85,40,No
6841.45,6841.45,69,No
3754.6,3754.6,37,Yes
1406.65,1406.65,18,No
834.7,834.7,11,No
627.4,627.4,8,Yes
242,242,3,Yes
3157,3157,55,No
3092,3092,33,No
2168.9,2168.9,46,No
980.35,980.35,34,No
65.95,65.95,3,No
711.9,711.9,30,No
1952.8,1952.8,33,No
4368.85,4368.85,45,No
2647.1,2647.1,40,No
8477.6,8477.6,71,No
54.35,54.35,1,Yes
4528,4528,72,No
1790.65,1790.65,22,No
845.6,845.6,46,No
1210.3,1210.3,55,No
20.45,20.45,1,No
854.45,854.45,12,No
2429.1,2429.1,31,No
100.4,100.4,5,Yes
5229.45,5229.45,67,No
44.45,44.45,1,No
1716.45,1716.45,40,Yes
3023.55,3023.55,41,No
75.3,75.3,1,Yes
4837.6,4837.6,51,Yes
2032.3,2032.3,42,No
436.9,436.9,23,No
70.55,70.55,1,Yes
20.15,20.15,1,No
5893.95,5893.95,56,No
1430.05,1430.05,15,No
313,313,12,No
3871.85,3871.85,54,No
458.1,458.1,7,No
2745.7,2745.7,33,Yes
341.35,341.35,16,No
1336.8,1336.8,21,No
2181.75,2181.75,30,No
147.75,147.75,3,No
818.45,818.45,11,No
7133.45,7133.45,62,No
348.8,348.8,18,No
128.6,128.6,6,No
4674.4,4674.4,46,No
1737.45,1737.45,21,No
1498.85,1498.85,68,No
50.1,50.1,1,No
1797.75,1797.75,25,No
498.1,498.1,24,No
2624.25,2624.25,30,Yes
184.1,184.1,2,Yes
5498.8,5498.8,51,No
4845.4,4845.4,57,No
369.1,369.1,15,No
6096.9,6096.9,72,No
160.75,160.75,2,Yes
2684.35,2684.35,28,No
3004.15,3004.15,29,Yes
6994.8,6994.8,70,No
273.25,273.25,13,No
5483.9,5483.9,59,No
1233.65,1233.65,13,Yes
527.9,527.9,7,Yes
4985.9,4985.9,62,No
1258.35,1258.35,21,No
111.4,111.4,2,No
43.95,43.95,1,No
308.1,308.1,4,No
383.65,383.65,19,No
2555.9,2555.9,30,Yes
1284.2,1284.2,67,No
7550.3,7550.3,72,No
1110.05,1110.05,53,No
99.6,99.6,5,No
6707.15,6707.15,71,No
4164.4,4164.4,50,No
5873.75,5873.75,56,No
109.25,109.25,2,No
179.25,179.25,2,Yes
1338.15,1338.15,24,Yes
862.4,862.4,46,No
8564.75,8564.75,71,No
926.2,926.2,29,No
1718.2,1718.2,69,No
5956.85,5956.85,71,No
91.3,91.3,1,Yes
4824.45,4824.45,56,No
1238.65,1238.65,56,No
79.5,79.5,1,Yes
672.2,672.2,28,No
382.2,382.2,19,No
4264.6,4264.6,66,No
1070.7,1070.7,17,No
1345.85,1345.85,52,No
1045.25,1045.25,19,No
3003.55,3003.55,36,No
467.55,467.55,7,Yes
7537.5,7537.5,72,No
7482.1,7482.1,67,Yes
3343.15,3343.15,34,No
5427.05,5427.05,57,Yes
587.1,587.1,7,Yes
100.8,100.8,1,Yes
161.15,161.15,8,No
7028.5,7028.5,69,No
5232.9,5232.9,50,No
225.85,225.85,10,No
274.7,274.7,12,No
1180.95,1180.95,14,Yes
3370.2,3370.2,70,No
7111.3,7111.3,64,No
5958.85,5958.85,66,No
5999.85,5999.85,71,No
1648.45,1648.45,20,No
5753.25,5753.25,72,No
4492.9,4492.9,71,No
3956.7,3956.7,38,No
2625.55,2625.55,28,Yes
1233.4,1233.4,17,Yes
1309,1309,33,No
813.45,813.45,23,No
1108.8,1108.8,58,No
7349.35,7349.35,70,No
294.2,294.2,4,No
929.2,929.2,45,No
740,740,10,Yes
754.5,754.5,36,No
3883.3,3883.3,54,No
1414.2,1414.2,23,No
3211.2,3211.2,41,No
371.6,371.6,5,No
1246.4,1246.4,27,No
95.85,95.85,1,No
2545.7,2545.7,67,No
6448.85,6448.85,72,No
1468.9,1468.9,56,No
1013.6,1013.6,44,No
6690.75,6690.75,66,No
2088.75,2088.75,34,Yes
7240.65,7240.65,69,No
102.45,102.45,1,Yes
830.25,830.25,40,No
1588.7,1588.7,30,No
829.3,829.3,11,No
302.45,302.45,15,No
712.25,712.25,11,No
1336.65,1336.65,64,No
5360.75,5360.75,72,No
6735.05,6735.05,72,No
51.2,51.2,1,No
1010,1010,15,No
4847.05,4847.05,60,No
3019.7,3019.7,56,No
161.65,161.65,8,No
217.55,217.55,3,Yes
2583.75,2583.75,49,No
146.05,146.05,2,Yes
567.45,567.45,6,Yes
7711.25,7711.25,70,No
1384.75,1384.75,12,Yes
5481.25,5481.25,52,No
8124.2,8124.2,72,No
827.3,827.3,40,No
70.9,70.9,1,Yes
220.95,220.95,3,Yes
3673.6,3673.6,40,No
49.85,49.85,1,No
576.65,576.65,30,No
2331.3,2331.3,23,Yes
74.5,74.5,1,Yes
4495.65,4495.65,44,No
6941.2,6941.2,65,Yes
340.35,340.35,7,No
1789.9,1789.9,72,No
908.55,908.55,8,No
1043.35,1043.35,16,Yes
6822.15,6822.15,66,Yes
71.55,71.55,1,Yes
157.55,157.55,3,No
5029.2,5029.2,53,Yes
581.7,581.7,8,No
7318.2,7318.2,69,Yes
420.45,420.45,5,No
7576.7,7576.7,72,No
633.4,633.4,13,Yes
321.65,321.65,4,Yes
4965,4965,54,No
6151.9,6151.9,72,No
1253.9,1253.9,12,Yes
25.15,25.15,1,Yes
45.2,45.2,1,No
5893.15,5893.15,54,Yes
5420.65,5420.65,69,No
2627.35,2627.35,48,No
5037.55,5037.55,48,Yes
743.75,743.75,8,No
6589.6,6589.6,71,No
92.45,92.45,2,Yes
6733.15,6733.15,67,No
3410,3410,34,No
199.85,199.85,3,No
593.3,593.3,9,No
7288.4,7288.4,71,No
5229.8,5229.8,57,No
4464.8,4464.8,72,No
5068.05,5068.05,48,No
401.85,401.85,18,No
4451.85,4451.85,43,No
6688.95,6688.95,72,No
2661.1,2661.1,35,No
73.05,73.05,4,No
1211.65,1211.65,49,No
7030.65,7030.65,71,No
1020.2,1020.2,11,No
5597.65,5597.65,63,No
6223.3,6223.3,65,No
1024.65,1024.65,49,No
2933.2,2933.2,29,Yes
1258.3,1258.3,15,Yes
82.9,82.9,4,No
7789.6,7789.6,72,No
2067,2067,26,No
3452.55,3452.55,35,No
5468.95,5468.95,57,No
1802.15,1802.15,28,No
733.55,733.55,25,No
3021.45,3021.45,47,No
3687.85,3687.85,57,No
1391.15,1391.15,16,No
274.35,274.35,5,No
1214.05,1214.05,17,Yes
5510.65,5510.65,56,Yes
1322.85,1322.85,72,No
1973.75,1973.75,21,Yes
2196.3,2196.3,48,No
7843.55,7843.55,68,No
3211.9,3211.9,30,No
130.15,130.15,3,No
692.35,692.35,14,No
85.5,85.5,4,No
6849.4,6849.4,71,No
203.95,203.95,8,No
2117.2,2117.2,61,No
6565.85,6565.85,72,No
424.75,424.75,5,No
3306.85,3306.85,49,No
168.9,168.9,8,No
253.8,253.8,3,No
197.4,197.4,9,No
3838.2,3838.2,67,No
2065.15,2065.15,46,No
5064.45,5064.45,67,No
1140.05,1140.05,55,No
2447.45,2447.45,33,No
1263.9,1263.9,62,No
45.95,45.95,1,Yes
1838.15,1838.15,49,No
44.75,44.75,1,No
1185,1185,14,No
1743.9,1743.9,18,No
70.15,70.15,1,Yes
85.55,85.55,1,Yes
8529.5,8529.5,72,No
6549.45,6549.45,64,No
7806.5,7806.5,69,No
25.7,25.7,1,No
6287.3,6287.3,71,No
3251.85,3251.85,66,No
50.6,50.6,2,No
7904.25,7904.25,71,No
729.95,729.95,11,No
2654.05,2654.05,47,No
2416.55,2416.55,35,Yes
3520.75,3520.75,32,Yes
5969.95,5969.95,60,No
226.8,226.8,11,No
1082.75,1082.75,29,No
565.75,565.75,21,No
4370.75,4370.75,48,No
90.05,90.05,3,No
2169.4,2169.4,43,No
550.6,550.6,5,No
55.45,55.45,1,No
6300.85,6300.85,71,No
160.05,160.05,8,No
436.6,436.6,8,No
1781.35,1781.35,20,No
3467,3467,33,Yes
5552.5,5552.5,71,No
2835.5,2835.5,31,No
3591.25,3591.25,38,No
88.35,88.35,1,Yes
63.75,63.75,2,No
617.15,617.15,12,No
870.25,870.25,9,No
601.25,601.25,11,No
111.65,111.65,6,No
6046.1,6046.1,71,No
3923.8,3923.8,42,No
777.3,777.3,8,Yes
512.45,512.45,5,Yes
141.45,141.45,2,Yes
892.15,892.15,45,No
1682.05,1682.05,28,No
3398.9,3398.9,43,No
4984.85,4984.85,60,No
1445.3,1445.3,42,Yes
305.55,305.55,7,No
507.9,507.9,25,No
3640.45,3640.45,40,Yes
2673.45,2673.45,27,No
389.8,389.8,10,No
2401.05,2401.05,27,No
651.55,651.55,11,No
156.1,156.1,4,No
2796.35,2796.35,68,No
70.05,70.05,1,No
407.05,407.05,18,No
6465,6465,57,Yes
511.25,511.25,26,No
646.05,646.05,17,No
35.9,35.9,1,Yes
3777.15,3777.15,38,Yes
4903.15,4903.15,59,No
1653.85,1653.85,30,No
47.5,47.5,2,Yes
1306.3,1306.3,50,No
463.6,463.6,9,No
60.65,60.65,3,No
824.85,824.85,14,No
2094.65,2094.65,31,No
438.9,438.9,7,No
847.3,847.3,8,Yes
329.75,329.75,17,No
674.55,674.55,32,No
162.55,162.55,2,No
546.95,546.95,7,Yes
7887.25,7887.25,72,No
3186.65,3186.65,31,Yes
1972.35,1972.35,27,No
1527.35,1527.35,18,Yes
490.55,490.55,7,No
1531.4,1531.4,14,Yes
683.25,683.25,11,No
8058.85,8058.85,72,No
2847.4,2847.4,28,Yes
1133.9,1133.9,15,Yes
294.45,294.45,4,No
1719.15,1719.15,71,No
461.7,461.7,5,Yes
1160.45,1160.45,47,No
5199.8,5199.8,57,No
5163.3,5163.3,50,No
162.3,162.3,8,No
883.35,883.35,48,No
1341.5,1341.5,70,No
70.45,70.45,1,No
659.45,659.45,8,No
77.15,77.15,1,Yes
35.25,35.25,1,Yes
1205.05,1205.05,60,No
4917.9,4917.9,49,No
201,201,4,Yes
599.3,599.3,29,No
1733.15,1733.15,67,No
5149.5,5149.5,53,Yes
4677.1,4677.1,67,No
119.3,119.3,6,No
4849.1,4849.1,47,No
5424.25,5424.25,53,No
5878.9,5878.9,69,No
244.85,244.85,3,No
220.75,220.75,4,No
4261.2,4261.2,56,No
5574.75,5574.75,59,Yes
1501.75,1501.75,61,No
89.75,89.75,2,No
4541.2,4541.2,46,Yes
255.5,255.5,12,No
1072,1072,14,Yes
2509.25,2509.25,28,No
1440.75,1440.75,24,No
1715.65,1715.65,31,Yes
5333.35,5333.35,68,No
3895.35,3895.35,39,No
869.9,869.9,42,No
706.85,706.85,13,Yes
512.25,512.25,6,No
2636.05,2636.05,35,Yes
814.75,814.75,38,No
388.6,388.6,18,No
93.45,93.45,4,No
1389.85,1389.85,27,No
2894.55,2894.55,41,No
4025.6,4025.6,50,No
1354.4,1354.4,72,No
1856.4,1856.4,70,No
926,926,44,No
189.2,189.2,2,Yes
682.1,682.1,34,No
1778.7,1778.7,72,No
1816.2,1816.2,71,No
7069.25,7069.25,64,No
1841.2,1841.2,72,No
74.25,74.25,1,Yes
2656.7,2656.7,29,No
1689.45,1689.45,23,No
1054.75,1054.75,52,No
2187.55,2187.55,25,Yes
7334.05,7334.05,64,No
1581.2,1581.2,16,Yes
69.5,69.5,1,Yes
2404.85,2404.85,24,No
171.45,171.45,2,No
2839.45,2839.45,34,No
3132.75,3132.75,36,Yes
3942.45,3942.45,53,No
873.4,873.4,47,No
1529.65,1529.65,72,No
6991.6,6991.6,72,No
19.4,19.4,1,Yes
803.3,803.3,9,Yes
679.3,679.3,8,Yes
2791.5,2791.5,45,Yes
715,715,7,No
1681.6,1681.6,71,No
4016.2,4016.2,41,No
3281.65,3281.65,67,No
7317.1,7317.1,69,No
6474.45,6474.45,70,No
676.35,676.35,25,Yes
8164.1,8164.1,72,No
1325.85,1325.85,34,No
1654.85,1654.85,65,No
7795.95,7795.95,70,No
3952.45,3952.45,72,No
2495.15,2495.15,35,No
1230.25,1230.25,13,Yes
876.75,876.75,12,No
4263.45,4263.45,62,No
1992.95,1992.95,25,No
1982.1,1982.1,52,No
562.7,562.7,8,No
33.7,33.7,2,No
1090.1,1090.1,56,No
227.45,227.45,12,No
1250.85,1250.85,47,No
37.2,37.2,2,No
892.7,892.7,18,No
487.75,487.75,8,No
3713.95,3713.95,45,No
141.7,141.7,3,No
678.2,678.2,38,No
8425.3,8425.3,72,No
4154.8,4154.8,46,Yes
7061.65,7061.65,71,No
3364.55,3364.55,66,No
2655.25,2655.25,25,Yes
1425.45,1425.45,18,Yes
332.5,332.5,13,No
5963.95,5963.95,65,No
5742.9,5742.9,60,Yes
278.85,278.85,15,No
1871.85,1871.85,72,No
2866.45,2866.45,30,Yes
4303.65,4303.65,42,No
1753,1753,71,No
54.75,54.75,1,Yes
3759.05,3759.05,39,Yes
617.65,617.65,35,No
5935.1,5935.1,53,No
94.6,94.6,1,Yes
2911.3,2911.3,31,Yes
982.95,982.95,48,No
2974.5,2974.5,30,No
198.7,198.7,10,No
1275.65,1275.65,12,No
4003,4003,57,No
3791.6,3791.6,58,No
813.3,813.3,37,No
780.25,780.25,44,No
552.9,552.9,27,No
408.25,408.25,8,No
231.8,231.8,3,Yes
2191.15,2191.15,25,No
5611.7,5611.7,57,No
246.25,246.25,12,No
1296.15,1296.15,62,No
7082.85,7082.85,65,No
5662.25,5662.25,71,No
1215.45,1215.45,21,No
7854.15,7854.15,71,No
525,525,7,No
5265.2,5265.2,72,No
70.1,70.1,1,No
7129.45,7129.45,72,No
7266.95,7266.95,64,No
8496.7,8496.7,72,No
2878.75,2878.75,29,No
261.3,261.3,13,No
3205.6,3205.6,31,No
69.75,69.75,1,Yes
279.25,279.25,7,Yes
6281.45,6281.45,61,Yes
1131.3,1131.3,39,Yes
738.2,738.2,10,Yes
1137.05,1137.05,14,No
80.2,80.2,1,Yes
6341.45,6341.45,67,Yes
6697.2,6697.2,72,No
260.8,260.8,6,Yes
19.6,19.6,1,Yes
505.45,505.45,25,No
3655.45,3655.45,33,Yes
1299.8,1299.8,18,No
5564.85,5564.85,71,No
1381.8,1381.8,28,No
188.1,188.1,2,No
1077.05,1077.05,17,No
4922.4,4922.4,56,No
2911.5,2911.5,60,No
826.1,826.1,33,No
83.4,83.4,1,No
140.7,140.7,2,Yes
5377.8,5377.8,63,No
665.45,665.45,7,Yes
3617.1,3617.1,55,No
6643.5,6643.5,65,No
84.8,84.8,1,Yes
1559.3,1559.3,63,No
7987.6,7987.6,70,No
1547.35,1547.35,36,No
5426.85,5426.85,52,Yes
1127.35,1127.35,22,Yes
2142.8,2142.8,22,No
287.85,287.85,5,No
4045.65,4045.65,47,Yes
2757.85,2757.85,33,Yes
600,600,18,Yes
19.8,19.8,1,No
4534.45,4534.45,56,No
40.9,40.9,2,No
2094.9,2094.9,35,No
1584.8,1584.8,64,No
1302.65,1302.65,15,No
2238.5,2238.5,24,Yes
55.55,55.55,1,No
5437.75,5437.75,70,No
90.75,90.75,1,Yes
365.65,365.65,4,Yes
2209.15,2209.15,39,No
1912.15,1912.15,29,No
255.55,255.55,14,No
5175.3,5175.3,61,No
670.65,670.65,13,No
3177.25,3177.25,66,No
90.35,90.35,2,Yes
6557.75,6557.75,59,No
5791.85,5791.85,62,No
3055.5,3055.5,33,No
5196.1,5196.1,66,No
8405,8405,72,No
19.75,19.75,1,Yes
1789.25,1789.25,19,Yes
5000.05,5000.05,51,No
6713.2,6713.2,63,No
562.6,562.6,27,No
2317.1,2317.1,22,Yes
91.45,91.45,4,No
828.85,828.85,42,No
617.35,617.35,29,No
266.9,266.9,4,Yes
625.05,625.05,30,No
301.4,301.4,4,Yes
6029.9,6029.9,71,No
1842.7,1842.7,46,No
206.6,206.6,4,Yes
604.7,604.7,7,Yes
7386.05,7386.05,69,No
7334.05,7334.05,72,No
1471.75,1471.75,19,Yes
2626.15,2626.15,28,No
412.1,412.1,5,Yes
8277.05,8277.05,72,No
583.45,583.45,8,Yes
369.25,369.25,7,No
1049.05,1049.05,22,No
1414.8,1414.8,72,No
169.75,169.75,8,No
4354.45,4354.45,52,No
2719.2,2719.2,68,No
6365.35,6365.35,71,No
51.6,51.6,2,No
3190.25,3190.25,34,No
812.5,812.5,35,No
1143.8,1143.8,61,No
44,44,1,No
50.1,50.1,1,Yes
3297,3297,53,No
1887,1887,72,No
151.8,151.8,2,Yes
293.65,293.65,3,Yes
1308.1,1308.1,13,Yes
2215.4,2215.4,41,No
482.8,482.8,24,No
2598.95,2598.95,28,Yes
216.45,216.45,8,No
20.45,20.45,1,No
5064.85,5064.85,54,No
996.45,996.45,41,No
839.65,839.65,19,No
6733,6733,72,No
2618.3,2618.3,62,No
4084.35,4084.35,56,No
765.5,765.5,15,Yes
793.55,793.55,10,Yes
613.95,613.95,32,No
402.85,402.85,21,No
1244.8,1244.8,62,No
46.4,46.4,2,No
581.85,581.85,27,No
462.8,462.8,5,Yes
1540.2,1540.2,25,No
169.8,169.8,2,Yes
5168.1,5168.1,49,No
6780.1,6780.1,63,No
94.5,94.5,4,No
55.3,55.3,1,No
208,208,11,No
3829.75,3829.75,52,No
5294.6,5294.6,60,No
6889.8,6889.8,64,No
3254.35,3254.35,43,No
6383.9,6383.9,61,No
44.4,44.4,1,Yes
477.7,477.7,5,Yes
4447.55,4447.55,66,No
7321.05,7321.05,67,No
4135,4135,42,No
86.05,86.05,1,Yes
697.7,697.7,31,No
168.65,168.65,7,No
174.3,174.3,4,Yes
2753.8,2753.8,34,No
69.25,69.25,3,No
434.8,434.8,19,No
1077.5,1077.5,31,Yes
95.65,95.65,1,Yes
107.25,107.25,3,No
851.2,851.2,46,No
20.95,20.95,1,Yes
5848.6,5848.6,69,No
109.8,109.8,5,No
19.65,19.65,1,No
595.5,595.5,26,No
329.8,329.8,10,Yes
2513.5,2513.5,25,No
5135.35,5135.35,64,No
2000.2,2000.2,30,No
931.75,931.75,13,No
7396.15,7396.15,64,No
3958.85,3958.85,46,No
260.9,260.9,12,No
297.3,297.3,15,Yes
1515.1,1515.1,17,Yes
816.8,816.8,13,No
4868.4,4868.4,67,No
688,688,24,No
288.35,288.35,6,No
3229.65,3229.65,53,Yes
1178.25,1178.25,16,Yes
185.4,185.4,10,No
966.25,966.25,13,No
758.6,758.6,9,Yes
1863.8,1863.8,25,Yes
265.8,265.8,7,No
3297,3297,38,No
4107.3,4107.3,43,No
396.3,396.3,4,Yes
2809.05,2809.05,25,No
1567.55,1567.55,27,No
1851.45,1851.45,72,No
6028.95,6028.95,71,No
2072.75,2072.75,24,No
5551.15,5551.15,50,Yes
4317.35,4317.35,57,No
736.8,736.8,15,No
336.15,336.15,4,No
1522.65,1522.65,28,No
622.9,622.9,9,Yes
4959.6,4959.6,55,No
329.95,329.95,3,Yes
1048.85,1048.85,10,Yes
1001.5,1001.5,55,No
442.6,442.6,20,No
6703.5,6703.5,62,No
3351.55,3351.55,32,Yes
779.25,779.25,43,No
259.8,259.8,9,Yes
3483.45,3483.45,60,No
4890.5,4890.5,58,No
136.75,136.75,7,No
184.15,184.15,2,No
1315,1315,37,No
6767.1,6767.1,65,No
757.95,757.95,39,No
6890,6890,66,Yes
1657.4,1657.4,68,No
3008.55,3008.55,62,No
262.05,262.05,3,Yes
8165.1,8165.1,72,No
875.55,875.55,41,No
2649.15,2649.15,29,Yes
220.65,220.65,4,No
1301.9,1301.9,53,No
74.4,74.4,1,Yes
3326.2,3326.2,41,Yes
790,790,39,No
1237.65,1237.65,63,No
378.6,378.6,15,No
592.65,592.65,13,No
50.15,50.15,1,No
20.45,20.45,1,No
560.85,560.85,8,Yes
3638.25,3638.25,60,No
1060.2,1060.2,12,Yes
2921.75,2921.75,40,No
4017.45,4017.45,66,No
854.9,854.9,42,No
4174.35,4174.35,66,No
4920.55,4920.55,49,No
20.5,20.5,1,Yes
810.3,810.3,41,No
772.4,772.4,41,No
1936.85,1936.85,23,No
79.8,79.8,3,No
202.25,202.25,4,No
1070.5,1070.5,52,No
347.65,347.65,4,Yes
999.9,999.9,11,No
113.1,113.1,2,No
2015.8,2015.8,26,No
1454.25,1454.25,24,No
246.7,246.7,12,No
6017.9,6017.9,60,No
5817.45,5817.45,64,No
5595.3,5595.3,66,No
4765,4765,60,No
1201.65,1201.65,17,No
867.3,867.3,42,No
50.15,50.15,1,No
3007.25,3007.25,47,No
252.75,252.75,10,No
6306.5,6306.5,70,No
6841.05,6841.05,67,No
81.95,81.95,1,Yes
451.1,451.1,7,Yes
44.6,44.6,1,No
226.2,226.2,4,No
7082.5,7082.5,66,No
1017.35,1017.35,12,No
527.35,527.35,24,No
2146.5,2146.5,26,No
455.3,455.3,6,Yes
5969.85,5969.85,57,No
1235.55,1235.55,14,Yes
1014.25,1014.25,42,No
2362.1,2362.1,25,Yes
1225.65,1225.65,64,No
1873.7,1873.7,22,Yes
386.5,386.5,19,No
6010.05,6010.05,61,Yes
1850.65,1850.65,22,No
7101.5,7101.5,70,Yes
1043.4,1043.4,12,No
1910.75,1910.75,31,No
716.1,716.1,11,No
1686.15,1686.15,68,No
6716.45,6716.45,72,No
7839.85,7839.85,67,No
6236.75,6236.75,60,No
45.05,45.05,1,Yes
71,71,1,Yes
2919.85,2919.85,58,No
3309.25,3309.25,47,Yes
79.7,79.7,1,Yes
20.45,20.45,1,No
1254.7,1254.7,22,Yes
2896.4,2896.4,48,Yes
717.5,717.5,37,No
253.8,253.8,13,No
1110.05,1110.05,43,No
348.8,348.8,6,No
3888.65,3888.65,71,No
69.25,69.25,1,Yes
6843.15,6843.15,72,No
450.9,450.9,6,No
432.25,432.25,12,No
1767.35,1767.35,25,Yes
1742.45,1742.45,21,No
297.35,297.35,6,No
1820.45,1820.45,20,Yes
1742.95,1742.95,18,Yes
2444.25,2444.25,43,No
949.8,949.8,35,No
73.5,73.5,1,Yes
2970.8,2970.8,32,No
3334.95,3334.95,52,No
2010.95,2010.95,32,No
4684.3,4684.3,72,No
2181.55,2181.55,51,No
1303.25,1303.25,68,No
371.4,371.4,8,No
2409.9,2409.9,49,No
6155.4,6155.4,72,No
829.1,829.1,9,Yes
2602.9,2602.9,28,Yes
4667,4667,54,No
824.75,824.75,11,Yes
5153.5,5153.5,50,No
8182.85,8182.85,69,No
69.9,69.9,1,No
6683.4,6683.4,68,No
1564.05,1564.05,40,No
755.6,755.6,31,No
3465.05,3465.05,33,No
6292.7,6292.7,55,No
1664.3,1664.3,68,No
198.1,198.1,12,No
6045.9,6045.9,71,No
4108.15,4108.15,40,No
5980.75,5980.75,64,No
5043.2,5043.2,53,No
1029.75,1029.75,12,Yes
2854.55,2854.55,53,Yes
7114.25,7114.25,72,No
907.05,907.05,46,No
973.95,973.95,40,No
605.75,605.75,12,No
661.55,661.55,9,No
4116.9,4116.9,51,No
4494.65,4494.65,49,No
4259.3,4259.3,41,Yes
3282.75,3282.75,56,No
55.7,55.7,4,No
1274.45,1274.45,20,No
493.95,493.95,26,No
2239.65,2239.65,20,Yes
480.75,480.75,7,Yes
635.6,635.6,7,Yes
5038.15,5038.15,51,No
324.2,324.2,4,No
19.55,19.55,1,No
2793.55,2793.55,27,No
2095,2095,22,Yes
648.65,648.65,12,No
95.05,95.05,3,Yes
917.15,917.15,34,No
1346.9,1346.9,24,No
4242.35,4242.35,51,Yes
672.7,672.7,14,No
6561.25,6561.25,59,No
268.45,268.45,3,No
7337.55,7337.55,65,No
331.9,331.9,5,Yes
5194.05,5194.05,59,No
4478.85,4478.85,72,No
6283.3,6283.3,62,Yes
2659.4,2659.4,28,Yes
196.9,196.9,3,No
439.2,439.2,19,No
19.5,19.5,1,No
2107.15,2107.15,24,No
3035.8,3035.8,57,No
1866.45,1866.45,72,No
1430.95,1430.95,67,No
1071.6,1071.6,52,No
6457.15,6457.15,71,No
684.05,684.05,26,No
3914.05,3914.05,35,No
3842.6,3842.6,55,No
670.35,670.35,33,No
7880.25,7880.25,72,No
19.2,19.2,1,No
298.45,298.45,10,Yes
3371.75,3371.75,37,No
442.45,442.45,12,No
20.4,20.4,1,No
2345.55,2345.55,62,No
25.25,25.25,1,No
1156.35,1156.35,18,No
6143.15,6143.15,69,Yes
144.8,144.8,2,No
414.95,414.95,19,No
1059.55,1059.55,12,Yes
181.8,181.8,9,No
2212.55,2212.55,27,No
2180.55,2180.55,27,Yes
89.15,89.15,1,Yes
459.95,459.95,24,No
1036.75,1036.75,14,Yes
2276.95,2276.95,32,Yes
211.95,211.95,11,No
25,25,1,No
3162.65,3162.65,38,No
210.65,210.65,9,No
3566.7,3566.7,54,No
2080.1,2080.1,29,No
4040.2,4040.2,44,No
5186,5186,59,No
196.15,196.15,3,Yes
1087.45,1087.45,18,No
1672.15,1672.15,67,No
1206.05,1206.05,22,Yes
1113.95,1113.95,33,No
107.05,107.05,5,No
38.15,38.15,2,No
6339.3,6339.3,72,No
184.1,184.1,9,No
1688.9,1688.9,67,No
1378.25,1378.25,16,Yes
137.6,137.6,8,No
219,219,5,Yes
1067.15,1067.15,23,Yes
79.55,79.55,1,Yes
3444.85,3444.85,50,Yes
369.05,369.05,17,No
7553.6,7553.6,68,No
84.5,84.5,1,Yes
1813.1,1813.1,25,No
3321.35,3321.35,67,No
707.5,707.5,32,No
7112.15,7112.15,67,No
4641.1,4641.1,72,No
7690.9,7690.9,71,Yes
49.9,49.9,1,No
1380.1,1380.1,46,Yes
78.65,78.65,2,Yes
45.4,45.4,1,Yes
3094.65,3094.65,48,No
6518.35,6518.35,61,No
2585.95,2585.95,32,Yes
82.7,82.7,2,No
58.85,58.85,3,Yes
425.9,425.9,5,Yes
6342.7,6342.7,71,No
2030.75,2030.75,37,No
6700.05,6700.05,65,No
7244.7,7244.7,67,No
3678.3,3678.3,49,Yes
3486.65,3486.65,50,No
411.15,411.15,25,No
937.5,937.5,17,Yes
1559.15,1559.15,64,No
970.4,970.4,25,No
2483.5,2483.5,23,Yes
828.2,828.2,24,No
3810.55,3810.55,37,No
1493.2,1493.2,21,No
45.8,45.8,1,No
777.3,777.3,10,No
556.35,556.35,6,Yes
4911.05,4911.05,51,No
187.35,187.35,10,No
307.6,307.6,6,No
4318.35,4318.35,47,No
4820.55,4820.55,61,No
3038.55,3038.55,52,No
2136.9,2136.9,35,No
7472.15,7472.15,71,No
389.1,389.1,6,Yes
2296.25,2296.25,45,No
187.45,187.45,2,Yes
261.25,261.25,4,Yes
38.45,38.45,2,No
299.2,299.2,4,Yes
3043.6,3043.6,51,No
1506.4,1506.4,60,No
163.7,163.7,9,No
323.25,323.25,3,Yes
1640,1640,17,No
762.1,762.1,8,Yes
3846.35,3846.35,46,No
5646.6,5646.6,68,No
53.5,53.5,1,Yes
79.05,79.05,4,No
25.1,25.1,1,Yes
1516.6,1516.6,28,No
2224.5,2224.5,39,No
888.75,888.75,11,No
4310.35,4310.35,71,No
42.9,42.9,2,No
2365.15,2365.15,30,Yes
353.65,353.65,17,No
5073.1,5073.1,55,No
